idvotacao;deputado_id;voto;deputado_nome;deputado_siglapartido;deputado_siglauf
2422887-23;220560;Não;Thiago de Joaldo;REPUBLICANOS;SE
2422887-23;220597;Não;Thiago Flores;UNIÃO;RO
2422887-23;143084;Não;Tiago Dimas;PODE;TO
2422887-23;220684;Não;Tião Medeiros;PP;PR
2422887-23;160976;Não;Tiririca;PSD;SP
2422887-23;178934;Não;Toninho Wandscheer;PP;PR
2422887-23;157130;Sim;Túlio Gadêlha;PSD;PE
2422887-23;160610;Sim;Valmir Assunção;PT;BA
2422887-23;74376;Sim;Vander Loubet;PT;MS
2422887-23;234673;Não;Vanderlan Alves;SOLIDARIEDADE;CE
2422887-23;235712;Não;Vavá;AVANTE;MG
2422887-23;204396;Não;Vermelho;PL;PR
2422887-23;137070;Não;Vicentinho Júnior;PSDB;TO
2422887-23;141555;Não;Vinicius Carvalho;PL;SP
2422887-23;160591;Sim;Vinicius Gurgel;PL;AP
2422887-23;178992;Sim;Vitor Lippi;PSD;SP
2422887-23;91228;Não;Waldemar Oliveira;AVANTE;PE
2422887-23;160569;Sim;Waldenor Pereira;PT;BA
2422887-23;224333;Sim;Welter;PT;PR
2422887-23;74044;Não;Wilson Santiago;REPUBLICANOS;PB
2422887-23;220660;Não;Yury do Paredão;MDB;CE
2422887-23;230768;Não;Zé Adriano;PP;AC
2422887-23;204559;Sim;Zé Neto;PT;BA
2422887-23;220558;Não;Zé Trovão;PL;SC
2422887-23;204517;Não;Zé Vitor;PL;MG
2422887-23;220592;Não;Zezinho Barbary;PP;AC
2422887-23;220552;Não;Zucco;PL;RS
2427146-54;204501;Não;Alencar Santana;PT;SP
2427146-54;220576;Sim;Alfredo Gaspar;PL;AL
2427146-54;178881;Sim;Aluisio Mendes;REPUBLICANOS;MA
2427146-54;204374;Sim;Bia Kicis;PL;DF
2427146-54;204572;Sim;Capitão Alberto Neto;PL;AM
2427146-54;204460;Sim;Carlos Jordy;PL;RJ
2427146-54;220594;Sim;Coronel Assis;PL;MT
2427146-54;204355;Sim;Da Vitoria;PP;ES
2427146-54;220555;Não;Daiana Santos;PCDOB;RS
2427146-54;220649;Não;Delegado da Cunha;UNIÃO;SP
2427146-54;178908;Sim;Delegado Éder Mauro;PL;PA
2427146-54;220583;Sim;Delegado Fabio Costa;PP;AL
2427146-54;220654;Sim;Delegado Paulo Bilynskyj;PL;SP
2427146-54;178929;Não;Diego Garcia;UNIÃO;PR
2427146-54;204398;Sim;Felipe Francischini;PODE;PR
2427146-54;191923;Não;Flávio Nogueira;PT;PI
2427146-54;178873;Não;Helder Salomão;PT;ES
2427146-54;74554;Não;José Rocha;UNIÃO;BA
2427146-54;220559;Sim;Julia Zanatta;PL;SC
2427146-54;92102;Não;Leur Lomanto Júnior;UNIÃO;BA
2427146-54;139285;Não;Lídice da Mata;PSB;BA
2427146-54;141485;Não;Luiz Carlos Busato;UNIÃO;RS
2427146-54;74041;Não;Luiz Couto;PT;PB
2427146-54;220547;Sim;Marcos Pollon;PL;MS
2427146-54;178943;Não;Marcos Soares;PSDB;RJ
2427146-54;220668;Não;Maria Arraes;PSB;PE
2427146-54;74398;Não;Maria do Rosário;PT;RS
2427146-54;220637;Não;Marina Silva;REDE;SP
2427146-54;209787;Sim;Nikolas Ferreira;PL;MG
2427146-54;178986;Não;Nilto Tatto;PT;SP
2427146-54;74160;Não;Patrus Ananias;PT;MG
2427146-54;178860;Não;Paulo Azi;UNIÃO;BA
2427146-54;220630;Sim;Pedro Aihara;PP;MG
2427146-54;204395;Sim;Pedro Lupion;REPUBLICANOS;PR
2427146-54;160601;Sim;Pr. Marco Feliciano;PL;SP
2427146-54;153423;Não;Renilce Nicodemos;MDB;PA
2427146-54;73801;Não;Renildo Calheiros;PCDOB;PE
2427146-54;220543;Não;Ricardo Ayres;REPUBLICANOS;TO
2427146-54;220588;Não;Roberto Duarte;REPUBLICANOS;AC
2427146-54;220546;Sim;Rodolfo Nogueira;PL;MS
2427146-54;178887;Não;Rubens Pereira Júnior;PT;MA
2427146-54;235776;Sim;Sérgio Turra;PP;RS
2427146-54;178934;Não;Toninho Wandscheer;PP;PR
2427146-54;157130;Não;Túlio Gadêlha;PSD;PE
2427146-54;91228;Não;Waldemar Oliveira;AVANTE;PE
2427146-54;220558;Sim;Zé Trovão;PL;SC
2447259-99;204379;Sim;Acácio Favacho;MDB;AP
2447259-99;220714;Sim;Adail Filho;MDB;AM
2447259-99;204560;Sim;Adolfo Viana;PSDB;BA
2447259-99;121948;Sim;Adriano do Baldy;PP;GO
2447259-99;74646;Sim;Aécio Neves;PSDB;MG
2447259-99;160508;Sim;Afonso Florence;PT;BA
2447259-99;136811;Não;Afonso Hamm;PP;RS
2447259-99;160527;Sim;Aguinaldo Ribeiro;PP;PB
2447259-99;204495;Sim;Airton Faleiro;PT;PA
2447259-99;204549;Sim;AJ Albuquerque;PP;CE
2447259-99;73579;Sim;Alberto Fraga;PL;DF
2447259-99;220538;Sim;Albuquerque;REPUBLICANOS;RR
2447259-99;160559;Sim;Alceu Moreira;MDB;RS
2447259-99;204501;Sim;Alencar Santana;PT;SP
2447259-99;178972;Sim;Alex Manente;CIDADANIA;SP
2447259-99;220542;Sim;Alexandre Guimarães;MDB;TO
2447259-99;160545;Sim;Alexandre Leite;UNIÃO;SP
2447259-99;221148;Sim;Alfredinho;PT;SP
2447259-99;220576;Não;Alfredo Gaspar;PL;AL
2447259-99;74057;Sim;Alice Portugal;PCDOB;BA
2447259-99;204353;Sim;Aline Gurgel;UNIÃO;AP
2447259-99;178881;Sim;Aluisio Mendes;REPUBLICANOS;MA
2447259-99;220707;Sim;Amanda Gentil;PP;MA
2447259-99;204356;Sim;Amaro Neto;PP;ES
2447259-99;220715;Sim;Amom Mandel;REPUBLICANOS;AM
2447259-99;107970;Não;Ana Paula Leão;PP;MG
2447259-99;220556;Sim;Ana Paula Lima;PT;SC
2447259-99;220632;Sim;Ana Pimentel;PT;MG
2447259-99;178831;Sim;André Abdon;PP;AP
2447259-99;204423;Sim;André Ferreira;PL;PE
2447259-99;133439;Sim;André Figueiredo;PDT;CE
2447259-99;178882;Sim;André Fufuca;PP;MA
2447259-99;204515;Sim;André Janones;REDE;MG
2447259-99;220544;Sim;Antonio Andrade;PSDB;TO
2447259-99;160553;Sim;Antonio Brito;PSD;BA
2447259-99;220638;Sim;Antonio Carlos Rodrigues;PL;SP
2447259-99;220675;Sim;Antônio Doido;MDB;PA
2447259-99;220549;Não;Any Ortiz;PP;RS
2447259-99;141391;Sim;Arnaldo Jardim;CIDADANIA;SP
2447259-99;74090;Sim;Átila Lins;PSD;AM
2447259-99;123086;Sim;Átila Lira;PP;PI
2447259-99;160665;Sim;Augusto Coutinho;REPUBLICANOS;PE
2447259-99;160512;Sim;Aureo Ribeiro;SOLIDARIEDADE;RJ
2447259-99;69871;Sim;Bacelar;PV;BA
2447259-99;220605;Sim;Bandeira de Mello;PV;RJ
2447259-99;220612;Sim;Bebeto;PP;RJ
2447259-99;73701;Sim;Benedita da Silva;PT;RJ
2447259-99;109429;Sim;Benes Leocádio;UNIÃO;RN
2447259-99;220698;Sim;Beto Preto;PSD;PR
2447259-99;220683;Sim;Beto Richa;PSDB;PR
2447259-99;204374;Não;Bia Kicis;PL;DF
2447259-99;204388;Não;Bibo Nunes;PL;RS
2447259-99;160538;Sim;Bohn Gass;PT;RS
2447259-99;220635;Sim;Bruno Ganem;PODE;SP
2447259-99;220574;Não;Cabo Gilberto Silva;PL;PB
2447259-99;220548;Sim;Camila Jara;PT;MS
2447259-99;204572;Sim;Capitão Alberto Neto;PL;AM
2447259-99;220690;Não;Capitão Alden;PL;BA
2447259-99;178829;Não;Capitão Augusto;PL;SP
2447259-99;213762;Não;Carla Dickson;PL;RN
2447259-99;204361;Sim;Carlos Chiodini;MDB;SC
2447259-99;178962;Sim;Carlos Gomes;REPUBLICANOS;RS
2447259-99;178993;Sim;Carlos Henrique Gaguim;UNIÃO;TO
2447259-99;204460;Não;Carlos Jordy;PL;RJ
2447259-99;74262;Sim;Carlos Sampaio;PSD;SP
2447259-99;204426;Sim;Carlos Veras;PT;PE
2447259-99;141398;Sim;Carlos Zarattini;PT;SP
2447259-99;220699;Sim;Castro Neto;MDB;PI
2447259-99;206018;Sim;Célia Xakriabá;PSOL;MG
2447259-99;178876;Sim;Célio Silveira;MDB;GO
2447259-99;204488;Sim;Célio Studart;PSD;CE
2447259-99;73441;Sim;Celso Russomanno;REPUBLICANOS;SP
2447259-99;204496;Sim;Celso Sabino;PDT;PA
2447259-99;204504;Não;Cezinha de Madureira;PL;SP
2447259-99;205476;Sim;Charles Fernandes;PSD;BA
2447259-99;74171;Sim;Chico Alencar;PSOL;RJ
2447259-99;204462;Não;Chris Tonietto;PL;RJ
2447259-99;220665;Não;Clarissa Tércio;PP;PE
2447259-99;141408;Sim;Cleber Verde;MDB;MA
2447259-99;88256;Sim;Clodoaldo Magalhães;PV;PE
2447259-99;98148;Não;Cobalchini;MDB;SC
2447259-99;220594;Não;Coronel Assis;PL;MT
2447259-99;204378;Não;Coronel Chrisóstomo;PL;RO
2447259-99;220595;Não;Coronel Fernanda;PL;MT
2447259-99;220666;Não;Coronel Meira;PL;PE
2447259-99;220590;Não;Coronel Ulysses;UNIÃO;AC
2447259-99;220608;Não;Cristiane Lopes;PODE;RO
2447259-99;204355;Sim;Da Vitoria;PP;ES
2447259-99;141411;Sim;Dagoberto Nogueira;PP;MS
2447259-99;220555;Sim;Daiana Santos;PCDOB;RS
2447259-99;220692;Sim;Dal Barreto;UNIÃO;BA
2447259-99;74467;Sim;Damião Feliciano;UNIÃO;PB
2447259-99;220629;Sim;Dandara;PT;MG
2447259-99;220603;Sim;Dani Cunha;PL;RJ
2447259-99;220571;Não;Daniel Agrobom;PSD;GO
2447259-99;74060;Sim;Daniel Almeida;PCDOB;BA
2447259-99;220582;Sim;Daniel Barbosa;PP;AL
2447259-99;204367;Não;Daniel Freitas;PL;SC
2447259-99;204409;Sim;Daniel Trzeciak;PSDB;RS
2447259-99;204459;Sim;Daniela do Waguinho;REPUBLICANOS;RJ
2447259-99;62881;Sim;Danilo Forte;PP;CE
2447259-99;160552;Sim;Danrlei de Deus Hinterholz;PSD;RS
2447259-99;204511;Sim;David Soares;PODE;SP
2447259-99;220539;Sim;Defensor Stélio Dener;UNIÃO;RR
2447259-99;220565;Sim;Delegada Adriana Accorsi;PT;GO
2447259-99;220625;Não;Delegada Ione;AVANTE;MG
2447259-99;220561;Sim;Delegada Katarina;PSD;SE
2447259-99;220642;Não;Delegado Bruno Lima;PODE;SP
2447259-99;220673;Não;Delegado Caveira;PL;PA
2447259-99;220649;Sim;Delegado da Cunha;UNIÃO;SP
2447259-99;178908;Não;Delegado Éder Mauro;PL;PA
2447259-99;220583;Não;Delegado Fabio Costa;PP;AL
2447259-99;204512;Sim;Delegado Marcelo Freitas;UNIÃO;MG
2447259-99;220701;Sim;Delegado Matheus Laiola;UNIÃO;PR
2447259-99;220652;Não;Delegado Palumbo;PODE;SP
2447259-99;220654;Não;Delegado Paulo Bilynskyj;PL;SP
2447259-99;220553;Sim;Denise Pessôa;PT;RS
2447259-99;160588;Sim;Diego Andrade;PSD;MG
2447259-99;220691;Sim;Diego Coronel;REPUBLICANOS;BA
2447259-99;178929;Não;Diego Garcia;UNIÃO;PR
2447259-99;73768;Sim;Dilceu Sperafico;PP;PR
2447259-99;220671;Sim;Dilvanda Faro;PT;PA
2447259-99;160599;Sim;Dimas Fabiano;PP;MG
2447259-99;220602;Sim;Dimas Gadelha;PT;RJ
2447259-99;143632;Sim;Domingos Neto;PSD;CE
2447259-99;160758;Sim;Domingos Sávio;PL;MG
2447259-99;220573;Sim;Dorinaldo Malafaia;PDT;AP
2447259-99;227991;Não;Dr Flávio;PL;RJ
2447259-99;220614;Sim;Dr. Daniel Soranz;PSD;RJ
2447259-99;220610;Não;Dr. Fernando Máximo;PL;RO
2447259-99;204518;Não;Dr. Frederico;PRD;MG
2447259-99;220570;Sim;Dr. Ismael Alexandrino;PSD;GO
2447259-99;204481;Não;Dr. Jaziel;PL;CE
2447259-99;204351;Sim;Dr. Luiz Ovando;PP;MS
2447259-99;220528;Sim;Dr. Victor Linhalis;PODE;ES
2447259-99;204412;Sim;Dr. Zacharias Calil;MDB;GO
2447259-99;220686;Sim;Duarte Jr.;AVANTE;MA
2447259-99;220540;Sim;Duda Ramos;PODE;RR
2447259-99;220623;Sim;Duda Salabert;PSOL;MG
2447259-99;204541;Sim;Eduardo Bismarck;PV;CE
2447259-99;220589;Sim;Eduardo Velloso;SOLIDARIEDADE;AC
2447259-99;74075;Sim;Elcione Barbalho;MDB;PA
2447259-99;204364;Sim;Eli Borges;REPUBLICANOS;TO
2447259-99;198783;Sim;Emanuel Pinheiro Neto;PSD;MT
2447259-99;230765;Sim;Enfermeira Rejane;PCDOB;RJ
2447259-99;160575;Sim;Erika Kokay;PT;DF
2447259-99;160640;Sim;Eros Biondini;PL;MG
2447259-99;74454;Abstenção;Eunício Oliveira;MDB;CE
2447259-99;178871;Não;Evair Vieira de Melo;REPUBLICANOS;ES
2447259-99;178905;Não;Fabio Garcia;UNIÃO;MT
2447259-99;220681;Sim;Fábio Macedo;PODE;MA
2447259-99;171623;Sim;Fabio Reis;PSD;SE
2447259-99;204368;Não;Fabio Schiochet;UNIÃO;SC
2447259-99;220653;Sim;Fábio Teruel;MDB;SP
2447259-99;220712;Sim;Fausto Jr.;UNIÃO;AM
2447259-99;66828;Não;Fausto Pinato;UNIÃO;SP
2447259-99;220646;Sim;Felipe Becari;PODE;SP
2447259-99;72442;Sim;Felipe Carreras;PSB;PE
2447259-99;204398;Não;Felipe Francischini;PODE;PR
2447259-99;160666;Sim;Félix Mendonça Júnior;PDT;BA
2447259-99;204407;Sim;Fernanda Melchionna;PSOL;RS
2447259-99;220656;Sim;Fernanda Pessoa;PSD;CE
2447259-99;204445;Sim;Fernando Mineiro;PT;RN
2447259-99;92699;Sim;Fernando Monteiro;PSD;PE
2447259-99;204427;Não;Fernando Rodolfo;PRD;PE
2447259-99;220545;Não;Filipe Martins;PL;TO
2447259-99;160598;Sim;Flávia Morais;MDB;GO
2447259-99;191923;Sim;Flávio Nogueira;PT;PI
2447259-99;220551;Não;Franciane Bayer;REPUBLICANOS;RS
2447259-99;204494;Sim;Fred Costa;PRD;MG
2447259-99;220534;Sim;Fred Linhares;REPUBLICANOS;DF
2447259-99;224117;Sim;Gabriel Mota;UNIÃO;RR
2447259-99;220708;Sim;Gabriel Nunes;PSD;BA
2447259-99;204473;Sim;General Girão;PL;RN
2447259-99;220611;Sim;General Pazuello;PL;RJ
2447259-99;178966;Não;Geovania de Sá;REPUBLICANOS;SC
2447259-99;220702;Sim;Geraldo Mendes;UNIÃO;PR
2447259-99;74374;Sim;Geraldo Resende;UNIÃO;MS
2447259-99;204394;Sim;Gervásio Maia;PCDOB;PB
2447259-99;204491;Sim;Gilberto Abramo;REPUBLICANOS;MG
2447259-99;74270;Não;Gilberto Nascimento;PODE;SP
2447259-99;204365;Não;Gilson Marques;NOVO;SC
2447259-99;220526;Não;Gilvan da Federal;PL;ES
2447259-99;160673;Não;Giovani Cherini;PL;RS
2447259-99;107283;Sim;Gleisi Hoffmann;PT;PR
2447259-99;198197;Sim;Greyce Elias;PL;MG
2447259-99;220664;Sim;Guilherme Uchoa;PSD;PE
2447259-99;220568;Não;Gustavo Gayer;PL;GO
2447259-99;204408;Sim;Gustinho Ribeiro;PP;SE
2447259-99;204456;Sim;Gutemberg Reis;MDB;RJ
2447259-99;178964;Sim;Heitor Schuch;PSD;RS
2447259-99;178873;Sim;Helder Salomão;PT;ES
2447259-99;204444;Não;Helio Lopes;PL;RJ
2447259-99;220672;Sim;Henderson Pinto;UNIÃO;PA
2447259-99;204539;Sim;Hercílio Coelho Diniz;MDB;MG
2447259-99;178884;Sim;Hildo Rocha;MDB;MA
2447259-99;141450;Sim;Hugo Leal;PSD;RJ
2447259-99;160674;Artigo 17;Hugo Motta;REPUBLICANOS;PB
2447259-99;220563;Sim;Icaro de Valmir;REPUBLICANOS;SE
2447259-99;204533;Sim;Idilvan Alencar;PSB;CE
2447259-99;204508;Sim;Igor Timo;UNIÃO;MG
2447259-99;235620;Sim;Ilacir Bicalho;REPUBLICANOS;MG
2447259-99;74295;Sim;Inácio Arruda;PCDOB;CE
2447259-99;98615;Não;Ismael;PL;SC
2447259-99;220696;Sim;Ivoneide Caetano;PT;BA
2447259-99;220670;Sim;Iza Arruda;MDB;PE
2447259-99;220527;Sim;Jack Rocha;PT;ES
2447259-99;220697;Sim;Jadyel Alencar;REPUBLICANOS;PI
2447259-99;74848;Sim;Jandira Feghali;PCDOB;RJ
2447259-99;220567;Sim;Jeferson Rodrigues;PSDB;GO
2447259-99;74273;Sim;Jefferson Campos;PL;SP
2447259-99;141456;Sim;Jilmar Tatto;PT;SP
2447259-99;235869;Sim;João Carlos;REPUBLICANOS;AM
2447259-99;230957;Sim;João Cury;MDB;SP
2447259-99;178970;Sim;João Daniel;PT;SE
2447259-99;141459;Sim;João Maia;PP;RN
2447259-99;178910;Sim;Joaquim Passarinho;PL;PA
2447259-99;160548;Sim;Jonas Donizette;PSB;SP
2447259-99;235800;Sim;Jorge Araújo;PP;BA
2447259-99;205550;Sim;Jorge Braz;REPUBLICANOS;RJ
2447259-99;214694;Sim;Jorge Goetten;REPUBLICANOS;SC
2447259-99;178857;Sim;Jorge Solla;PT;BA
2447259-99;204472;Sim;José Medeiros;PL;MT
2447259-99;74554;Sim;José Rocha;UNIÃO;BA
2447259-99;209189;Sim;Joseildo Ramos;PT;BA
2447259-99;220578;Sim;Josenildo;PDT;AP
2447259-99;215043;Sim;Josivaldo JP;UNIÃO;MA
2447259-99;204474;Sim;Juarez Costa;REPUBLICANOS;MT
2447259-99;220559;Não;Julia Zanatta;PL;SC
2447259-99;220640;Sim;Juliana Cardoso;PT;SP
2447259-99;66385;Sim;Julio Arcoverde;PP;PI
2447259-99;74317;Sim;Júlio Cesar;PSD;PI
2447259-99;204372;Sim;Julio Cesar Ribeiro;REPUBLICANOS;DF
2447259-99;74253;Sim;Julio Lopes;PP;RJ
2447259-99;204457;Sim;Juninho do Pneu;PSDB;RJ
2447259-99;204520;Não;Junio Amaral;PL;MG
2447259-99;204497;Sim;Júnior Ferrari;PSD;PA
2447259-99;204574;Sim;Junior Lourenço;MDB;MA
2447259-99;178886;Sim;Juscelino Filho;PSDB;MA
2447259-99;220677;Sim;Keniston Braga;MDB;PA
2447259-99;162067;Sim;Kiko Celeguim;PT;SP
2447259-99;74856;Sim;Laura Carneiro;PSD;RJ
2447259-99;178832;Sim;Leandre;PSD;PR
2447259-99;80815;Sim;Leo Prates;REPUBLICANOS;BA
2447259-99;74156;Sim;Leonardo Monteiro;PT;MG
2447259-99;92102;Sim;Leur Lomanto Júnior;UNIÃO;BA
2447259-99;139285;Sim;Lídice da Mata;PSB;BA
2447259-99;74585;Não;Lincoln Portela;PL;MG
2447259-99;74858;Sim;Lindbergh Farias;PT;RJ
2447259-99;220662;Sim;Lucas Ramos;PSB;PE
2447259-99;204404;Não;Lucas Redecker;PSD;RS
2447259-99;220581;Sim;Luciano Amaral;PSD;AL
2447259-99;74478;Sim;Luciano Bivar;MDB;PE
2447259-99;178931;Sim;Luciano Ducci;PSB;PR
2447259-99;220616;Sim;Luciano Vieira;PSDB;RJ
2447259-99;178954;Sim;Lucio Mosquini;PL;RO
2447259-99;204410;Sim;Luisa Canziani;UNIÃO;PR
2447259-99;141485;Sim;Luiz Carlos Busato;UNIÃO;RS
2447259-99;73778;Sim;Luiz Carlos Hauly;PODE;PR
2447259-99;204485;Não;Luiz Carlos Motta;PL;SP
2447259-99;74041;Sim;Luiz Couto;PT;PB
2447259-99;141487;Sim;Luiz Fernando Faria;UNIÃO;MG
2447259-99;220658;Sim;Luiz Gastão;PSD;CE
2447259-99;204455;Não;Luiz Lima;NOVO;RJ
2447259-99;162332;Sim;Luiz Nishimori;PSD;PR
2447259-99;204526;Não;Luiz Philippe de Orleans e Bragança;PL;SP
2447259-99;74784;Sim;Luiza Erundina;PSOL;SP
2447259-99;178866;Sim;Luizianne Lins;REDE;CE
2447259-99;220669;Sim;Lula da Fonte;PP;PE
2447259-99;166402;Não;Magda Mofatto;PL;GO
2447259-99;220648;Sim;Marangoni;PODE;SP
2447259-99;156190;Não;Marcel van Hattem;NOVO;RS
2447259-99;220599;Sim;Marcelo Crivella;REPUBLICANOS;RJ
2447259-99;133810;Não;Marcelo Moraes;PL;RS
2447259-99;204558;Sim;Marcelo Nilo;REPUBLICANOS;BA
2447259-99;160161;Sim;Marcelo Queiroz;PSDB;RJ
2447259-99;178983;Sim;Marcio Alvino;PL;SP
2447259-99;179001;Sim;Márcio Biolchi;MDB;RS
2447259-99;220687;Sim;Márcio Honaiser;SOLIDARIEDADE;MA
2447259-99;81055;Sim;Márcio Jerry;PCDOB;MA
2447259-99;150418;Sim;Márcio Marinho;REPUBLICANOS;BA
2447259-99;160535;Sim;Marcon;PT;RS
2447259-99;204431;Sim;Marcos Aurélio Sampaio;MDB;PI
2447259-99;204506;Sim;Marcos Pereira;REPUBLICANOS;SP
2447259-99;220547;Não;Marcos Pollon;PL;MS
2447259-99;220604;Sim;Marcos Tavares;PDT;RJ
2447259-99;220668;Sim;Maria Arraes;PSB;PE
2447259-99;204540;Sim;Maria Rosas;REPUBLICANOS;SP
2447259-99;220637;Sim;Marina Silva;REDE;SP
2447259-99;220655;Não;Mario Frias;PL;SP
2447259-99;74158;Sim;Mário Heringer;PDT;MG
2447259-99;178858;Sim;Mário Negromonte Jr.;PSB;BA
2447259-99;178843;Sim;Marx Beltrão;UNIÃO;AL
2447259-99;220661;Não;Matheus Noronha;PL;CE
2447259-99;220609;Não;Maurício Carvalho;UNIÃO;RO
2447259-99;220628;Sim;Mauricio do Vôlei;PL;MG
2447259-99;220550;Não;Mauricio Marcon;PL;RS
2447259-99;220647;Sim;Mauricio Neves;PP;SP
2447259-99;204486;Sim;Mauro Benevides Filho;UNIÃO;CE
2447259-99;220607;Sim;Max Lemos;PDT;RJ
2447259-99;220591;Sim;Meire Serafim;UNIÃO;AC
2447259-99;74428;Não;Mendonça Filho;PL;PE
2447259-99;188097;Sim;Merlong Solano;PT;PI
2447259-99;220530;Não;Messias Donato;UNIÃO;ES
2447259-99;171786;Sim;Miguel Ângelo;PT;MG
2447259-99;178985;Não;Miguel Lombardi;PL;SP
2447259-99;154178;Sim;Milton Vieira;REPUBLICANOS;SP
2447259-99;160561;Não;Missionário José Olimpio;PL;SP
2447259-99;178997;Sim;Moses Rodrigues;UNIÃO;CE
2447259-99;220617;Sim;Murillo Gouvea;PSDB;RJ
2447259-99;220584;Sim;Murilo Galdino;REPUBLICANOS;PB
2447259-99;204453;Sim;Natália Bonavides;PT;RN
2447259-99;204449;Sim;Nelson Barbudo;PODE;MT
2447259-99;220622;Sim;Nely Aquino;PODE;MG
2447259-99;220703;Sim;Neto Carletto;AVANTE;BA
2447259-99;178896;Sim;Newton Cardoso Jr;MDB;MG
2447259-99;204479;Não;Nicoletti;PL;RR
2447259-99;209787;Não;Nikolas Ferreira;PL;MG
2447259-99;178986;Sim;Nilto Tatto;PT;SP
2447259-99;74159;Sim;Odair Cunha;PT;MG
2447259-99;204498;Sim;Olival Marques;PODE;PA
2447259-99;178987;Sim;Orlando Silva;PCDOB;SP
2447259-99;73692;Não;Osmar Terra;PL;RS
2447259-99;204441;Sim;Otoni de Paula;PSD;RJ
2447259-99;220706;Não;Padovani;PP;PR
2447259-99;160556;Sim;Padre João;PT;MG
2447259-99;180214;Não;Pastor Diniz;UNIÃO;RR
2447259-99;160642;Sim;Pastor Eurico;PSDB;PE
2447259-99;204570;Não;Pastor Gil;PL;MA
2447259-99;220615;Sim;Pastor Henrique Vieira;PSOL;RJ
2447259-99;204553;Sim;Pastor Sargento Isidório;AVANTE;BA
2447259-99;74160;Sim;Patrus Ananias;PT;MG
2447259-99;171617;Sim;Paulão;PT;AL
2447259-99;141516;Sim;Paulo Abi-Ackel;PSDB;MG
2447259-99;220650;Sim;Paulo Alexandre Barbosa;PSDB;SP
2447259-99;178860;Sim;Paulo Azi;UNIÃO;BA
2447259-99;160517;Sim;Paulo Folletto;PSB;ES
2447259-99;160558;Não;Paulo Freire Costa;PL;SP
2447259-99;204492;Sim;Paulo Guedes;PT;MG
2447259-99;233592;Sim;Paulo Lemos;PT;AP
2447259-99;220685;Sim;Paulo Litro;UNIÃO;PR
2447259-99;74574;Sim;Paulo Magalhães;PSD;BA
2447259-99;128760;Sim;Paulo Marinho Jr;PL;MA
2447259-99;141488;Sim;Paulo Teixeira;PT;SP
2447259-99;220630;Sim;Pedro Aihara;PP;MG
2447259-99;220667;Sim;Pedro Campos;PSB;PE
2447259-99;122974;Sim;Pedro Lucas Fernandes;UNIÃO;MA
2447259-99;204395;Sim;Pedro Lupion;REPUBLICANOS;PR
2447259-99;122158;Sim;Pedro Paulo;PSD;RJ
2447259-99;160604;Sim;Pedro Uczai;PT;SC
2447259-99;204406;Não;Pedro Westphalen;PP;RS
2447259-99;161440;Não;Pezenti;MDB;SC
2447259-99;73486;Sim;Pompeo de Mattos;PDT;RS
2447259-99;160601;Não;Pr. Marco Feliciano;PL;SP
2447259-99;220533;Sim;Prof. Reginaldo Veras;PV;DF
2447259-99;204390;Sim;Professor Alcides;PSDB;GO
2447259-99;160641;Sim;Professora Marcivania;PCDOB;AP
2447259-99;220586;Sim;Rafael Brito;MDB;AL
2447259-99;220532;Não;Rafael Prudente;MDB;DF
2447259-99;220626;Sim;Rafael Simoes;UNIÃO;MG
2447259-99;74084;Não;Raimundo Santos;PSD;PA
2447259-99;74161;Sim;Reginaldo Lopes;PT;MG
2447259-99;220606;Sim;Reimont;PT;RJ
2447259-99;178989;Sim;Renata Abreu;PODE;SP
2447259-99;153423;Sim;Renilce Nicodemos;MDB;PA
2447259-99;73801;Sim;Renildo Calheiros;PCDOB;PE
2447259-99;175765;Sim;Ribamar Silva;PODE;SP
2447259-99;235088;Sim;Ribeiro Neto;SOLIDARIEDADE;MA
2447259-99;221329;Sim;Ricardo Abrão;PSDB;RJ
2447259-99;220543;Sim;Ricardo Ayres;REPUBLICANOS;TO
2447259-99;73788;Sim;Ricardo Barros;PP;PR
2447259-99;220694;Sim;Ricardo Maia;MDB;BA
2447259-99;220633;Não;Ricardo Salles;NOVO;SP
2447259-99;204489;Sim;Robério Monteiro;PSB;CE
2447259-99;220693;Não;Roberta Roma;PL;BA
2447259-99;220588;Sim;Roberto Duarte;REPUBLICANOS;AC
2447259-99;220624;Sim;Robinson Faria;PP;RN
2447259-99;220546;Não;Rodolfo Nogueira;PL;MS
2447259-99;230767;Não;Rodrigo da Zaeli;PL;MT
2447259-99;141531;Sim;Rodrigo de Castro;UNIÃO;MG
2447259-99;220641;Sim;Rodrigo Gambale;PODE;SP
2447259-99;141533;Sim;Rodrigo Rollemberg;PSB;DF
2447259-99;220695;Sim;Rogéria Santos;REPUBLICANOS;BA
2447259-99;204480;Sim;Rogério Correia;PT;MG
2447259-99;160629;Sim;Romero Rodrigues;PODE;PB
2447259-99;204525;Não;Rosana Valle;PL;SP
2447259-99;178945;Sim;Rosangela Gomes;REPUBLICANOS;RJ
2447259-99;220644;Não;Rosangela Moro;PL;SP
2447259-99;220620;Sim;Rosângela Reis;PL;MG
2447259-99;74371;Sim;Rubens Otoni;PT;GO
2447259-99;178887;Sim;Rubens Pereira Júnior;PT;MA
2447259-99;73604;Sim;Rui Falcão;PT;SP
2447259-99;160635;Sim;Ruy Carneiro;PODE;PB
2447259-99;204535;Sim;Sâmia Bomfim;PSOL;SP
